SrcAddr,DstAddr,Sport,Dport,SrcBytes,DstBytes,SrcLoad,DstLoad,SrcGap,DstGap,SIntPkt,DIntPkt,SIntPktAct,DIntPktAct,SrcJitter,DstJitter,sMaxPktSz,dMaxPktSz,sMinPktSz,dMinPktSz,Dur,Trans,TotPkts,TotBytes,Load,Loss,pLoss,pSrcLoss,pDstLoss,Rate,SrcMac,DstMac,Packet_num,Class
10.0.1.172,10.0.1.150,58795,1111,496.0,186.0,243256.0,81085.0,0.0,0.0,4.078,2.1505,0.0,0.0,3.259451,2.1175,310,66,60,60,0.012234,1,7.0,682.0,324342.0,0,0.0,0.0,0.0,490.436,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,216,0
10.0.1.172,10.0.1.150,58797,1111,496.0,186.0,160284.0,53428.0,0.0,0.0,6.189,5.381,0.0,0.0,4.360461,5.268,310,66,60,60,0.018567,1,7.0,682.0,213713.0,0,0.0,0.0,0.0,323.154,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,217,0
10.0.1.172,10.0.1.150,58802,1111,496.0,186.0,263619.0,87873.0,0.0,0.0,3.763,2.178,0.0,0.0,2.879317,2.144,310,66,60,60,0.011289,1,7.0,682.0,351493.0,0,0.0,0.0,0.0,531.491,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,218,0
10.0.1.172,10.0.1.150,58804,1111,496.0,186.0,264463.0,88154.0,0.0,0.0,3.751,2.618,0.0,0.0,1.666023,2.584,310,66,60,60,0.011253,1,7.0,682.0,352617.0,0,0.0,0.0,0.0,533.191,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,219,0
10.0.1.172,10.0.1.150,58807,1111,496.0,186.0,252760.0,84253.0,0.0,0.0,3.924667,2.9395,0.0,0.0,1.578817,2.8795,310,66,60,60,0.011774,1,7.0,682.0,337014.0,0,0.0,0.0,0.0,509.597,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,220,0
10.0.1.172,10.0.1.150,58812,1111,496.0,186.0,168985.0,56328.0,0.0,0.0,5.8703330000000005,5.12,0.0,0.0,4.286299,5.017,310,66,60,60,0.017611,1,7.0,682.0,225314.0,0,0.0,0.0,0.0,340.696,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,221,0
10.0.1.172,10.0.1.150,58814,1111,496.0,186.0,179148.0,59716.0,0.0,0.0,5.537333,4.1975,0.0,0.0,3.914329,4.1175,310,66,60,60,0.016612,1,7.0,682.0,238863.0,0,0.0,0.0,0.0,361.185,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,222,0
10.0.1.172,10.0.1.150,58817,1111,496.0,186.0,224198.0,74733.0,0.0,0.0,4.424667,2.175,0.0,0.0,3.69966,2.073,310,66,60,60,0.013274,1,7.0,682.0,298930.0,0,0.0,0.0,0.0,452.011,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,223,0
10.0.1.172,10.0.1.150,58824,1111,496.0,186.0,181287.0,60429.0,0.0,0.0,5.472,3.653,0.0,0.0,2.905042,3.574,310,66,60,60,0.016416,1,7.0,682.0,241715.0,0,0.0,0.0,0.0,365.497,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,224,0
10.0.1.172,10.0.1.150,58829,1111,496.0,186.0,223995.0,74665.0,0.0,0.0,4.428667,3.235,0.0,0.0,3.13303,3.218,310,66,60,60,0.013286,1,7.0,682.0,298660.0,0,0.0,0.0,0.0,451.603,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,225,0
10.0.1.172,10.0.1.150,58830,1111,496.0,186.0,240757.0,80252.0,0.0,0.0,4.1203330000000005,2.704,0.0,0.0,2.9950240000000004,2.686,310,66,60,60,0.012361,1,7.0,682.0,321010.0,0,0.0,0.0,0.0,485.398,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,226,0
10.0.1.172,10.0.1.150,58833,1111,496.0,186.0,235313.0,78438.0,0.0,0.0,4.215667,2.672,0.0,0.0,3.107702,2.627,310,66,60,60,0.012647,1,7.0,682.0,313750.0,0,0.0,0.0,0.0,474.421,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,227,0
10.0.1.172,10.0.1.150,58838,1111,496.0,186.0,265501.0,88500.0,0.0,0.0,3.736333,2.139,0.0,0.0,2.8702490000000003,2.105,310,66,60,60,0.011209,1,7.0,682.0,354001.0,0,0.0,0.0,0.0,535.284,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,228,0
10.0.1.172,10.0.1.150,58839,1111,496.0,186.0,293665.0,97888.0,0.0,0.0,3.378,2.173,0.0,0.0,2.469222,2.139,310,66,60,60,0.010134,1,7.0,682.0,391553.0,0,0.0,0.0,0.0,592.066,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,229,0
10.0.1.172,10.0.1.150,58846,1111,496.0,186.0,171281.0,57094.0,0.0,0.0,5.791667,3.4405,0.0,0.0,4.3716230000000005,3.3755,310,66,60,60,0.017375,1,7.0,682.0,228374.0,0,0.0,0.0,0.0,345.324,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,230,0
10.0.1.172,10.0.1.150,58849,1111,496.0,186.0,211860.0,70620.0,0.0,0.0,4.682333,2.156,0.0,0.0,4.033664,2.091,310,66,60,60,0.014047,1,7.0,682.0,282480.0,0,0.0,0.0,0.0,427.137,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,231,0
10.0.1.172,10.0.1.150,58850,1111,496.0,186.0,292827.0,97609.0,0.0,0.0,3.387667,2.996,0.0,0.0,2.460979,2.932,310,66,60,60,0.010163,1,7.0,682.0,390436.0,0,0.0,0.0,0.0,590.377,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,232,0
10.0.1.172,10.0.1.150,58853,1111,496.0,186.0,138535.0,46178.0,0.0,0.0,7.160667,7.427,0.0,0.0,6.010689,7.385,310,66,60,60,0.0214819999999999,1,7.0,682.0,184713.0,0,0.0,0.0,0.0,279.304,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,233,0
10.0.1.172,10.0.1.150,58856,1111,496.0,186.0,306141.0,102047.0,0.0,0.0,3.240333,1.8985,0.0,0.0,2.464639,1.8575,310,66,60,60,0.0097209999999999,1,7.0,682.0,408188.0,0,0.0,0.0,0.0,617.22,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,234,0
10.0.1.172,10.0.1.150,58857,1111,496.0,186.0,264533.0,88178.0,0.0,0.0,3.75,2.176,0.0,0.0,2.868835,2.135,310,66,60,60,0.01125,1,7.0,682.0,352711.0,0,0.0,0.0,0.0,533.333,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,235,0
10.0.1.172,10.0.1.150,58860,1111,496.0,186.0,225335.0,75112.0,0.0,0.0,4.4023330000000005,2.2395,0.0,0.0,3.609498,2.2045,310,66,60,60,0.013207,1,7.0,682.0,300447.0,0,0.0,0.0,0.0,454.305,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,236,0
10.0.1.172,10.0.1.150,58861,1111,496.0,186.0,242959.0,80986.0,0.0,0.0,4.083,2.1915,0.0,0.0,3.259709,2.1575,310,66,60,60,0.012249,1,7.0,682.0,323945.0,0,0.0,0.0,0.0,489.836,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,237,0
10.0.1.172,10.0.1.150,58866,1111,496.0,186.0,265525.0,88508.0,0.0,0.0,3.736,2.185,0.0,0.0,2.865526,2.08,310,66,60,60,0.011208,1,7.0,682.0,354033.0,0,0.0,0.0,0.0,535.332,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,238,0
10.0.1.172,10.0.1.150,58870,1111,496.0,186.0,266667.0,88889.0,0.0,0.0,3.72,2.6385,0.0,0.0,1.6457419999999998,2.5605,310,66,60,60,0.01116,1,7.0,682.0,355556.0,0,0.0,0.0,0.0,537.634,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,239,0
10.0.1.172,10.0.1.150,58875,1111,496.0,186.0,295121.0,98374.0,0.0,0.0,3.361333,2.114,0.0,0.0,2.471874,2.11,310,66,60,60,0.010084,1,7.0,682.0,393495.0,0,0.0,0.0,0.0,595.002,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,240,0
10.0.1.172,10.0.1.150,58877,1111,496.0,186.0,291851.0,97284.0,0.0,0.0,3.399,2.1785,0.0,0.0,2.502019,2.1205,310,66,60,60,0.010197,1,7.0,682.0,389134.0,0,0.0,0.0,0.0,588.408,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,241,0
10.0.1.172,10.0.1.150,58879,1111,496.0,186.0,212769.0,70923.0,0.0,0.0,4.662333,3.2435,0.0,0.0,2.1847380000000003,3.1105,310,66,60,60,0.013987,1,7.0,682.0,283692.0,0,0.0,0.0,0.0,428.97,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,242,0
10.0.1.172,10.0.1.150,58883,1111,496.0,186.0,209637.0,69879.0,0.0,0.0,4.732,3.121,0.0,0.0,2.484201,3.055,310,66,60,60,0.014196,1,7.0,682.0,279515.0,0,0.0,0.0,0.0,422.654,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,243,0
10.0.1.172,10.0.1.150,58885,1111,496.0,186.0,283726.0,94575.0,0.0,0.0,3.4963330000000004,2.124,0.0,0.0,2.632629,2.044,310,66,60,60,0.010489,1,7.0,682.0,378301.0,0,0.0,0.0,0.0,572.028,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,244,0
10.0.1.172,10.0.1.150,58889,1111,496.0,186.0,292395.0,97465.0,0.0,0.0,3.392667,2.3105,0.0,0.0,2.448307,2.2425,310,66,60,60,0.010178,1,7.0,682.0,389861.0,0,0.0,0.0,0.0,589.507,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,245,0
10.0.1.172,10.0.1.150,58892,1111,496.0,186.0,225386.0,75129.0,0.0,0.0,4.401333,3.24,0.0,0.0,3.114521,3.163,310,66,60,60,0.0132039999999999,1,7.0,682.0,300515.0,0,0.0,0.0,0.0,454.408,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,246,0
10.0.1.172,10.0.1.150,58899,1111,496.0,186.0,268471.0,89490.0,0.0,0.0,3.695,2.107,0.0,0.0,2.8586970000000003,2.043,310,66,60,60,0.011085,1,7.0,682.0,357961.0,0,0.0,0.0,0.0,541.272,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,247,0
10.0.1.172,10.0.1.150,58900,1111,496.0,186.0,246521.0,82174.0,0.0,0.0,4.024,2.607,0.0,0.0,2.082691,2.572,310,66,60,60,0.012072,1,7.0,682.0,328695.0,0,0.0,0.0,0.0,497.018,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,248,0
10.0.1.172,10.0.1.150,58903,1111,496.0,186.0,275632.0,91877.0,0.0,0.0,3.599,2.3995,0.0,0.0,2.604462,2.3355,310,66,60,60,0.010797,1,7.0,682.0,367510.0,0,0.0,0.0,0.0,555.71,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,249,0
10.0.1.172,10.0.1.150,58909,1111,496.0,186.0,37844.0,12615.0,0.0,0.0,26.213,35.868,0.0,0.0,32.264775,35.833,310,66,60,60,0.078639,1,7.0,682.0,50458.0,0,0.0,0.0,0.0,76.298,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,250,1
10.0.1.172,10.0.1.150,58911,1111,496.0,186.0,214363.0,71454.0,0.0,0.0,4.627667,2.2345,0.0,0.0,3.872118,2.1995,310,66,60,60,0.013883,1,7.0,682.0,285817.0,0,0.0,0.0,0.0,432.183,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,251,1
10.0.1.172,10.0.1.150,58915,1111,496.0,186.0,244979.0,81660.0,0.0,0.0,4.049333,2.122,0.0,0.0,3.252057,2.061,310,66,60,60,0.012148,1,7.0,682.0,326638.0,0,0.0,0.0,0.0,493.908,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,252,1
10.0.1.172,10.0.1.150,58917,1111,496.0,186.0,146464.0,48821.0,0.0,0.0,6.773,3.8755,0.0,0.0,5.1921550000000005,3.8415,310,66,60,60,0.020319,1,7.0,682.0,195285.0,0,0.0,0.0,0.0,295.29,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,253,1
10.0.1.172,10.0.1.150,58918,1111,496.0,186.0,205909.0,68636.0,0.0,0.0,4.817667,2.1095,0.0,0.0,4.227727,2.0755,310,66,60,60,0.014453,1,7.0,682.0,274545.0,0,0.0,0.0,0.0,415.139,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,254,1
10.0.1.172,10.0.1.150,58920,1111,496.0,186.0,292424.0,97475.0,0.0,0.0,3.3923330000000003,2.206,0.0,0.0,2.480882,2.199,310,66,60,60,0.010177,1,7.0,682.0,389899.0,0,0.0,0.0,0.0,589.565,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,255,1
10.0.1.172,10.0.1.150,58923,1111,496.0,186.0,211094.0,70365.0,0.0,0.0,4.699333,3.166,0.0,0.0,3.392306,3.089,310,66,60,60,0.014098,1,7.0,682.0,281458.0,0,0.0,0.0,0.0,425.592,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,256,1
10.0.1.172,10.0.1.150,58926,1111,496.0,186.0,267361.0,89120.0,0.0,0.0,3.710333,2.649,0.0,0.0,2.640652,2.572,310,66,60,60,0.011131,1,7.0,682.0,356482.0,0,0.0,0.0,0.0,539.035,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,257,1
10.0.1.172,10.0.1.150,58935,1111,496.0,186.0,183919.0,61306.0,0.0,0.0,5.393667,3.088,0.0,0.0,3.5083330000000004,2.979,310,66,60,60,0.016181,1,7.0,682.0,245226.0,0,0.0,0.0,0.0,370.805,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,258,1
10.0.1.172,10.0.1.150,58936,1111,496.0,186.0,219372.0,73124.0,0.0,0.0,4.522,2.8495,0.0,0.0,3.339511,2.8335,310,66,60,60,0.013566,1,7.0,682.0,292496.0,0,0.0,0.0,0.0,442.282,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,259,1
10.0.1.172,10.0.1.150,58939,1111,496.0,186.0,259527.0,86509.0,0.0,0.0,3.822333,2.8125,0.0,0.0,2.705397,2.7675,310,66,60,60,0.011467,1,7.0,682.0,346036.0,0,0.0,0.0,0.0,523.241,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,260,1
10.0.1.172,10.0.1.150,58941,1111,496.0,186.0,196864.0,65621.0,0.0,0.0,5.039,3.1735,0.0,0.0,2.824673,3.0705,310,66,60,60,0.0151169999999999,1,7.0,682.0,262486.0,0,0.0,0.0,0.0,396.904,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,261,1
10.0.1.172,10.0.1.150,58947,1111,496.0,186.0,203015.0,67672.0,0.0,0.0,4.8863330000000005,4.301,0.0,0.0,3.589132,4.204,310,66,60,60,0.014659,1,7.0,682.0,270687.0,0,0.0,0.0,0.0,409.305,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,262,1
10.0.1.172,10.0.1.150,58948,1111,496.0,186.0,203293.0,67764.0,0.0,0.0,4.879667,3.058,0.0,0.0,2.815702,2.989,310,66,60,60,0.014639,1,7.0,682.0,271057.0,0,0.0,0.0,0.0,409.864,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,263,1
10.0.1.172,10.0.1.150,58953,1111,496.0,186.0,210929.0,70310.0,0.0,0.0,4.703,3.143,0.0,0.0,2.430312,2.953,310,66,60,60,0.014109,1,7.0,682.0,281239.0,0,0.0,0.0,0.0,425.26,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,264,1
10.0.1.172,10.0.1.150,58954,1111,496.0,186.0,196930.0,65643.0,0.0,0.0,5.037333,3.2875,0.0,0.0,3.664954,3.2205,310,66,60,60,0.015112,1,7.0,682.0,262573.0,0,0.0,0.0,0.0,397.035,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,265,1
10.0.1.172,10.0.1.150,58957,1111,496.0,186.0,245160.0,81720.0,0.0,0.0,4.046333,2.624,0.0,0.0,2.442815,2.52,310,66,60,60,0.012139,1,7.0,682.0,326880.0,0,0.0,0.0,0.0,494.275,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,266,1
10.0.1.172,10.0.1.150,58958,1111,496.0,186.0,201968.0,67323.0,0.0,0.0,4.911667,3.146,0.0,0.0,3.586618,3.128,310,66,60,60,0.014735,1,7.0,682.0,269291.0,0,0.0,0.0,0.0,407.194,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,267,1
10.0.1.172,10.0.1.150,58963,1111,496.0,186.0,203557.0,67852.0,0.0,0.0,4.873333000000001,2.7105,0.0,0.0,3.811821,2.6665,310,66,60,60,0.01462,1,7.0,682.0,271409.0,0,0.0,0.0,0.0,410.397,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,268,1
10.0.1.172,10.0.1.150,58966,1111,496.0,186.0,285906.0,95302.0,0.0,0.0,3.469667,2.774,0.0,0.0,2.4573810000000003,2.74,310,66,60,60,0.010409,1,7.0,682.0,381209.0,0,0.0,0.0,0.0,576.424,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,269,1
10.0.1.172,10.0.1.150,58971,1111,496.0,186.0,188653.0,62884.0,0.0,0.0,5.258333,3.4215,0.0,0.0,3.839188,3.3195,310,66,60,60,0.015775,1,7.0,682.0,251537.0,0,0.0,0.0,0.0,380.349,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,270,1
10.0.1.172,10.0.1.150,58974,1111,496.0,186.0,226191.0,75397.0,0.0,0.0,4.385667,2.6185,0.0,0.0,3.3147519999999995,2.5765,310,66,60,60,0.0131569999999999,1,7.0,682.0,301589.0,0,0.0,0.0,0.0,456.031,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,271,1
10.0.1.172,10.0.1.150,58975,1111,496.0,186.0,241735.0,80578.0,0.0,0.0,4.103667,2.666,0.0,0.0,2.9907310000000003,2.624,310,66,60,60,0.012311,1,7.0,682.0,322313.0,0,0.0,0.0,0.0,487.369,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,272,1
10.0.1.172,10.0.1.150,58977,1111,496.0,186.0,226898.0,75633.0,0.0,0.0,4.372,2.59,0.0,0.0,3.3076260000000004,2.546,310,66,60,60,0.013116,1,7.0,682.0,302531.0,0,0.0,0.0,0.0,457.457,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,273,1
10.0.1.172,10.0.1.150,58983,1111,496.0,186.0,211244.0,70415.0,0.0,0.0,4.696,2.5905,0.0,0.0,3.678023000000001,2.5565,310,66,60,60,0.014088,1,7.0,682.0,281658.0,0,0.0,0.0,0.0,425.894,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,274,1
10.0.1.172,10.0.1.150,58989,1111,496.0,186.0,207894.0,69298.0,0.0,0.0,4.771667,2.7135,0.0,0.0,3.682624,2.6795,310,66,60,60,0.014315,1,7.0,682.0,277192.0,0,0.0,0.0,0.0,419.141,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,275,1
10.0.1.172,10.0.1.150,58992,1111,496.0,186.0,227072.0,75691.0,0.0,0.0,4.368666999999999,2.5745,0.0,0.0,3.3096300000000003,2.5085,310,66,60,60,0.013106,1,7.0,682.0,302762.0,0,0.0,0.0,0.0,457.806,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,276,1
10.0.1.172,10.0.1.150,58993,1111,496.0,186.0,242563.0,80854.0,0.0,0.0,4.089667,3.143,0.0,0.0,2.8870150000000003,3.109,310,66,60,60,0.012269,1,7.0,682.0,323417.0,0,0.0,0.0,0.0,489.037,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,277,1
10.0.1.172,10.0.1.150,58995,1111,496.0,186.0,269029.0,89676.0,0.0,0.0,3.687333,2.4075,0.0,0.0,2.6836,2.3735,310,66,60,60,0.011062,1,7.0,682.0,358705.0,0,0.0,0.0,0.0,542.397,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,278,1
10.0.1.172,10.0.1.150,58999,1111,496.0,186.0,246358.0,82119.0,0.0,0.0,4.026667,2.6645,0.0,0.0,2.92521,2.5875,310,66,60,60,0.01208,1,7.0,682.0,328477.0,0,0.0,0.0,0.0,496.689,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,279,0
10.0.1.172,10.0.1.150,59001,1111,496.0,186.0,267409.0,89136.0,0.0,0.0,3.709667,2.1425,0.0,0.0,2.862069,2.0855,310,66,60,60,0.011129,1,7.0,682.0,356546.0,0,0.0,0.0,0.0,539.132,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,280,0
10.0.1.172,10.0.1.150,59003,1111,496.0,186.0,211574.0,70525.0,0.0,0.0,4.688667,3.5815,0.0,0.0,2.037382,3.4865,310,66,60,60,0.014066,1,7.0,682.0,282099.0,0,0.0,0.0,0.0,426.561,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,281,0
10.0.1.172,10.0.1.150,59005,1111,496.0,186.0,227506.0,75835.0,0.0,0.0,4.360333,3.122,0.0,0.0,3.099912,3.052,310,66,60,60,0.013081,1,7.0,682.0,303341.0,0,0.0,0.0,0.0,458.681,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,282,0
10.0.1.172,10.0.1.150,59009,1111,496.0,186.0,226639.0,75546.0,0.0,0.0,4.377,2.5765,0.0,0.0,2.616777,2.4705,310,66,60,60,0.013131,1,7.0,682.0,302186.0,0,0.0,0.0,0.0,456.934,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,283,0
10.0.1.172,10.0.1.150,59012,1111,496.0,186.0,268738.0,89579.0,0.0,0.0,3.691333,2.1495,0.0,0.0,2.8210740000000003,2.1155,310,66,60,60,0.0110739999999999,1,7.0,682.0,358317.0,0,0.0,0.0,0.0,541.81,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,284,0
10.0.1.172,10.0.1.150,59017,1111,496.0,186.0,209843.0,69948.0,0.0,0.0,4.727333,3.3885,0.0,0.0,3.3534839999999995,3.3535,310,66,60,60,0.014182,1,7.0,682.0,279791.0,0,0.0,0.0,0.0,423.071,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,285,0
10.0.1.172,10.0.1.150,59020,1111,496.0,186.0,269370.0,89790.0,0.0,0.0,3.682667,2.5845,0.0,0.0,2.622531,2.5495,310,66,60,60,0.011048,1,7.0,682.0,359160.0,0,0.0,0.0,0.0,543.085,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,286,0
10.0.1.172,10.0.1.150,59023,1111,496.0,186.0,264675.0,88225.0,0.0,0.0,3.748,2.117,0.0,0.0,2.920394,2.083,310,66,60,60,0.011244,1,7.0,682.0,352899.0,0,0.0,0.0,0.0,533.618,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,287,0
10.0.1.172,10.0.1.150,59026,1111,496.0,186.0,183772.0,61257.0,0.0,0.0,5.398,2.673,0.0,0.0,4.473103,2.606,310,66,60,60,0.016194,1,7.0,682.0,245029.0,0,0.0,0.0,0.0,370.508,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,288,0
10.0.1.172,10.0.1.150,59028,1111,496.0,186.0,173164.0,57721.0,0.0,0.0,5.728667,4.5645,0.0,0.0,3.372685,4.4895,310,66,60,60,0.017186,1,7.0,682.0,230886.0,0,0.0,0.0,0.0,349.121,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,289,0
10.0.1.172,10.0.1.150,59034,1111,496.0,186.0,246623.0,82208.0,0.0,0.0,4.022333000000001,2.599,0.0,0.0,2.1319790000000003,2.501,310,66,60,60,0.012067,1,7.0,682.0,328831.0,0,0.0,0.0,0.0,497.224,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,290,0
10.0.1.172,10.0.1.150,59036,1111,496.0,186.0,221231.0,73744.0,0.0,0.0,4.484,2.2325,0.0,0.0,3.70669,2.1275,310,66,60,60,0.013452,1,7.0,682.0,294975.0,0,0.0,0.0,0.0,446.03,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,291,0
10.0.1.172,10.0.1.150,59038,1111,496.0,186.0,296828.0,98943.0,0.0,0.0,3.342,2.0775,0.0,0.0,2.483201,2.0395,310,66,60,60,0.010026,1,7.0,682.0,395771.0,0,0.0,0.0,0.0,598.444,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,292,0
10.0.1.172,10.0.1.150,59044,1111,496.0,186.0,210556.0,70185.0,0.0,0.0,4.711333,2.5975,0.0,0.0,3.687319,2.5235,310,66,60,60,0.014134,1,7.0,682.0,280741.0,0,0.0,0.0,0.0,424.508,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,293,0
10.0.1.172,10.0.1.150,59046,1111,496.0,186.0,171231.0,57077.0,0.0,0.0,5.7933330000000005,2.138,0.0,0.0,5.516588,2.079,310,66,60,60,0.01738,1,7.0,682.0,228308.0,0,0.0,0.0,0.0,345.224,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,294,0
10.0.1.172,10.0.1.150,59050,1111,496.0,186.0,238576.0,79525.0,0.0,0.0,4.158,2.658,0.0,0.0,3.0674490000000003,2.617,310,66,60,60,0.0124739999999999,1,7.0,682.0,318102.0,0,0.0,0.0,0.0,481.0,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,295,0
10.0.1.172,10.0.1.150,59054,1111,496.0,186.0,245828.0,81943.0,0.0,0.0,4.0353330000000005,2.563,0.0,0.0,2.953154,2.528,310,66,60,60,0.012106,1,7.0,682.0,327771.0,0,0.0,0.0,0.0,495.622,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,296,0
10.0.1.172,10.0.1.150,59058,1111,496.0,186.0,228941.0,76314.0,0.0,0.0,4.333,2.5785,0.0,0.0,2.545188,2.4825,310,66,60,60,0.012999,1,7.0,682.0,305254.0,0,0.0,0.0,0.0,461.574,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,297,0
10.0.1.172,10.0.1.150,59068,1111,496.0,186.0,270964.0,90321.0,0.0,0.0,3.661,2.1095,0.0,0.0,2.829095,2.0415,310,66,60,60,0.010983,1,7.0,682.0,361286.0,0,0.0,0.0,0.0,546.299,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,298,0
10.0.1.172,10.0.1.150,59069,1111,496.0,186.0,204045.0,68015.0,0.0,0.0,4.861667,2.5885,0.0,0.0,3.2436,2.5845,310,66,60,60,0.0145849999999999,1,7.0,682.0,272060.0,0,0.0,0.0,0.0,411.382,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,299,0
10.0.1.172,10.0.1.150,59074,1111,496.0,186.0,248352.0,82784.0,0.0,0.0,3.994333,3.0545,0.0,0.0,2.820889,2.9875,310,66,60,60,0.011983,1,7.0,682.0,331136.0,0,0.0,0.0,0.0,500.709,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,300,0
10.0.1.172,10.0.1.150,59075,1111,496.0,186.0,268665.0,89555.0,0.0,0.0,3.692333,2.0935,0.0,0.0,2.866589,2.0265,310,66,60,60,0.011077,1,7.0,682.0,358220.0,0,0.0,0.0,0.0,541.663,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,301,0
